 Subject|  803401|  803402|  803403|  803404|  803405|  803406|  803407|  803408|  803409|  803410|  803500|  803601|  803602|  803603|  803604|  803605|  803606|  803607|  803608|  803609|  803610|  Amount|
  802100|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|
  802101|  0.1000|  0.3000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.1000|  0.3000|  0.1000|  0.1000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|       0|
  802102|  0.2022|  0.1219|  0.0942|  0.0249|  0.0055|  0.0055|  0.0028|  0.0000|  0.0028|  0.0028|  0.0360|  0.2438|  0.1413|  0.0665|  0.0332|  0.0111|  0.0055|  0.0000|  0.0000|  0.0000|  0.0000|       0|
  802103|  0.1512|  0.1333|  0.0878|  0.0488|  0.0260|  0.0049|  0.0114|  0.0000|  0.0033|  0.0033|  0.0260|  0.1821|  0.1528|  0.0894|  0.0439|  0.0163|  0.0130|  0.0033|  0.0033|  0.0000|  0.0000|       0|
  802104|  0.1401|  0.1209|  0.0768|  0.0557|  0.0288|  0.0115|  0.0077|  0.0038|  0.0058|  0.0038|  0.0211|  0.1516|  0.1363|  0.1056|  0.0653|  0.0307|  0.0173|  0.0058|  0.0038|  0.0038|  0.0038|       0|
  802105|  0.1219|  0.0776|  0.0554|  0.0554|  0.0499|  0.0249|  0.0139|  0.0111|  0.0028|  0.0249|  0.0305|  0.1551|  0.1108|  0.0831|  0.0637|  0.0471|  0.0249|  0.0139|  0.0166|  0.0083|  0.0083|       0|
  802106|  0.0943|  0.1025|  0.0615|  0.0492|  0.0287|  0.0287|  0.0205|  0.0082|  0.0000|  0.0123|  0.0164|  0.1680|  0.1311|  0.0656|  0.0779|  0.0656|  0.0164|  0.0205|  0.0082|  0.0123|  0.0123|       0|
  802107|  0.0774|  0.1161|  0.1032|  0.0581|  0.0065|  0.0194|  0.0000|  0.0000|  0.0065|  0.0323|  0.0065|  0.1355|  0.1097|  0.1161|  0.0710|  0.0516|  0.0258|  0.0323|  0.0194|  0.0000|  0.0129|       0|
  802108|  0.1176|  0.1373|  0.0686|  0.0196|  0.0392|  0.0098|  0.0196|  0.0098|  0.0000|  0.0588|  0.0000|  0.1176|  0.1176|  0.0784|  0.0588|  0.0686|  0.0098|  0.0294|  0.0098|  0.0098|  0.0196|       0|
  802109|  0.0571|  0.0857|  0.1286|  0.0286|  0.0429|  0.0286|  0.0000|  0.0286|  0.0000|  0.0429|  0.0143|  0.1000|  0.0857|  0.1000|  0.1143|  0.0143|  0.0286|  0.0571|  0.0286|  0.0000|  0.0143|       0|
  802110|  0.0714|  0.0952|  0.1190|  0.0714|  0.0238|  0.0476|  0.0476|  0.0238|  0.0000|  0.0714|  0.0000|  0.0238|  0.1190|  0.0952|  0.0714|  0.0476|  0.0238|  0.0238|  0.0238|  0.0000|  0.0000|       0|
  802111|  0.1250|  0.0750|  0.0750|  0.0250|  0.0500|  0.0250|  0.0000|  0.0250|  0.0000|  0.0500|  0.0250|  0.0750|  0.1000|  0.1000|  0.0750|  0.0250|  0.0250|  0.0000|  0.0500|  0.0000|  0.0750|       0|
  802112|  0.0455|  0.0909|  0.0909|  0.0000|  0.0000|  0.0000|  0.0455|  0.0455|  0.0455|  0.1818|  0.0000|  0.0909|  0.0000|  0.0909|  0.0000|  0.0000|  0.0455|  0.0455|  0.0455|  0.0455|  0.0909|       0|
  802113|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.1000|  0.0000|  0.0000|  0.0000|  0.2000|  0.1000|  0.1000|  0.1000|  0.0000|  0.1000|  0.1000|  0.1000|  0.0000|  0.1000|       0|
  802114|  0.0000|  0.0000|  0.0000|  0.2000|  0.0000|  0.0000|  0.0000|  0.0000|  0.2000|  0.2000|  0.0000|  0.2000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.2000|       0|
  802115|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.2500|  0.0000|  0.2500|  0.0000|  0.0000|  0.5000|       0|
  802116|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  1.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|       0|
  802117|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  1.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|       0|
  802118|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|
  802119|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|       0|
