 Subject|  803401|  803402|  803403|  803404|  803405|  803406|  803407|  803408|  803409|  803410|  803500|  803601|  803602|  803603|  803604|  803605|  803606|  803607|  803608|  803609|  803610|  Amount|
  802120|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.5000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.5000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|       0|
  802500|  0.1509|  0.1132|  0.0377|  0.0377|  0.0377|  0.0000|  0.0000|  0.0000|  0.0189|  0.0000|  0.0566|  0.1887|  0.1509|  0.0566|  0.1321|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0189|       0|
  802501|  0.0791|  0.1412|  0.1073|  0.0395|  0.0226|  0.0169|  0.0169|  0.0169|  0.0056|  0.0282|  0.0226|  0.1073|  0.1582|  0.0904|  0.0452|  0.0395|  0.0113|  0.0339|  0.0113|  0.0056|  0.0000|       0|
  802502|  0.1660|  0.1369|  0.0871|  0.0539|  0.0373|  0.0290|  0.0041|  0.0000|  0.0000|  0.0041|  0.0332|  0.1577|  0.1369|  0.0415|  0.0664|  0.0249|  0.0083|  0.0041|  0.0041|  0.0041|  0.0000|       0|
  802503|  0.1213|  0.1279|  0.0754|  0.0525|  0.0262|  0.0197|  0.0197|  0.0033|  0.0066|  0.0262|  0.0098|  0.1607|  0.1082|  0.0885|  0.0492|  0.0459|  0.0361|  0.0066|  0.0066|  0.0033|  0.0066|       0|
  802504|  0.1304|  0.1449|  0.1014|  0.0543|  0.0217|  0.0109|  0.0036|  0.0036|  0.0072|  0.0072|  0.0109|  0.1341|  0.1268|  0.0797|  0.0688|  0.0543|  0.0109|  0.0036|  0.0072|  0.0036|  0.0145|       0|
  802505|  0.1290|  0.1032|  0.0774|  0.0419|  0.0323|  0.0097|  0.0226|  0.0065|  0.0000|  0.0097|  0.0194|  0.1806|  0.1484|  0.0903|  0.0484|  0.0258|  0.0161|  0.0161|  0.0097|  0.0032|  0.0097|       0|
  802506|  0.1713|  0.1049|  0.0909|  0.0280|  0.0280|  0.0035|  0.0070|  0.0035|  0.0000|  0.0105|  0.0210|  0.1923|  0.1189|  0.0944|  0.0559|  0.0315|  0.0140|  0.0000|  0.0175|  0.0035|  0.0035|       0|
  802507|  0.1359|  0.0836|  0.0662|  0.0557|  0.0244|  0.0070|  0.0070|  0.0105|  0.0070|  0.0244|  0.0139|  0.1847|  0.1220|  0.0906|  0.0662|  0.0314|  0.0174|  0.0244|  0.0139|  0.0035|  0.0105|       0|
  802508|  0.1315|  0.0900|  0.0727|  0.0519|  0.0208|  0.0069|  0.0035|  0.0069|  0.0069|  0.0173|  0.0346|  0.2076|  0.1246|  0.1003|  0.0484|  0.0242|  0.0208|  0.0069|  0.0069|  0.0104|  0.0069|       0|
  802509|  0.1566|  0.1010|  0.0606|  0.0354|  0.0101|  0.0303|  0.0202|  0.0152|  0.0000|  0.0202|  0.0455|  0.1616|  0.1313|  0.0960|  0.0505|  0.0101|  0.0202|  0.0253|  0.0000|  0.0000|  0.0101|       0|
  802510|  0.0833|  0.1181|  0.0694|  0.0417|  0.0486|  0.0208|  0.0000|  0.0000|  0.0000|  0.0278|  0.0208|  0.1319|  0.1389|  0.1250|  0.0625|  0.0486|  0.0069|  0.0139|  0.0139|  0.0000|  0.0278|       0|
  802600|  0.1610|  0.1176|  0.0588|  0.0310|  0.0248|  0.0093|  0.0062|  0.0000|  0.0031|  0.0124|  0.0402|  0.1672|  0.1331|  0.0991|  0.0712|  0.0186|  0.0124|  0.0062|  0.0062|  0.0000|  0.0217|       0|
  802601|  0.1272|  0.0967|  0.0840|  0.0483|  0.0356|  0.0153|  0.0051|  0.0076|  0.0051|  0.0153|  0.0204|  0.1654|  0.1323|  0.1120|  0.0585|  0.0305|  0.0153|  0.0102|  0.0076|  0.0025|  0.0051|       0|
  802602|  0.1216|  0.1069|  0.0692|  0.0545|  0.0231|  0.0105|  0.0147|  0.0084|  0.0042|  0.0231|  0.0189|  0.1992|  0.1132|  0.0860|  0.0587|  0.0273|  0.0210|  0.0147|  0.0168|  0.0021|  0.0063|       0|
  802603|  0.1475|  0.1060|  0.0783|  0.0461|  0.0138|  0.0092|  0.0069|  0.0092|  0.0046|  0.0184|  0.0230|  0.1728|  0.1290|  0.0945|  0.0507|  0.0438|  0.0138|  0.0092|  0.0115|  0.0069|  0.0046|       0|
  802604|  0.1424|  0.1105|  0.1192|  0.0465|  0.0291|  0.0262|  0.0174|  0.0087|  0.0029|  0.0174|  0.0203|  0.1192|  0.1221|  0.0785|  0.0523|  0.0262|  0.0116|  0.0203|  0.0058|  0.0116|  0.0116|       0|
  802605|  0.1296|  0.1389|  0.0880|  0.0509|  0.0231|  0.0139|  0.0093|  0.0000|  0.0000|  0.0000|  0.0139|  0.1991|  0.1296|  0.0694|  0.0602|  0.0370|  0.0139|  0.0185|  0.0000|  0.0046|  0.0000|       0|
  802606|  0.1404|  0.1345|  0.0526|  0.0468|  0.0351|  0.0058|  0.0175|  0.0117|  0.0000|  0.0058|  0.0292|  0.1345|  0.1404|  0.0760|  0.0526|  0.0468|  0.0351|  0.0058|  0.0117|  0.0000|  0.0175|       0|
  802607|  0.0654|  0.1121|  0.0654|  0.0280|  0.0561|  0.0280|  0.0187|  0.0000|  0.0187|  0.0374|  0.0280|  0.2056|  0.1402|  0.0467|  0.0561|  0.0467|  0.0280|  0.0000|  0.0093|  0.0000|  0.0093|       0|
  802608|  0.1316|  0.1711|  0.0789|  0.0526|  0.0395|  0.0132|  0.0000|  0.0000|  0.0000|  0.0263|  0.0132|  0.0658|  0.1974|  0.0658|  0.0789|  0.0395|  0.0132|  0.0132|  0.0000|  0.0000|  0.0000|       0|
  802609|  0.1053|  0.1053|  0.1053|  0.0526|  0.0000|  0.0526|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.2632|  0.1053|  0.1053|  0.0000|  0.0526|  0.0000|  0.0526|  0.0000|  0.0000|  0.0000|       0|
  802610|  0.0000|  0.1667|  0.3333|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.5000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|       0|
  802400|  0.1115|  0.1010|  0.0557|  0.0383|  0.0314|  0.0070|  0.0035|  0.0035|  0.0139|  0.0209|  0.0348|  0.1638|  0.1359|  0.0976|  0.0871|  0.0244|  0.0244|  0.0174|  0.0070|  0.0035|  0.0174|       0|
  802401|  0.1191|  0.1169|  0.0966|  0.0427|  0.0292|  0.0225|  0.0135|  0.0135|  0.0000|  0.0202|  0.0202|  0.1551|  0.1371|  0.0674|  0.0472|  0.0449|  0.0090|  0.0225|  0.0067|  0.0067|  0.0090|       0|
  802402|  0.1492|  0.0921|  0.0552|  0.0460|  0.0313|  0.0129|  0.0055|  0.0018|  0.0037|  0.0166|  0.0276|  0.1915|  0.1381|  0.1031|  0.0552|  0.0239|  0.0166|  0.0092|  0.0074|  0.0000|  0.0129|       0|
  802403|  0.1378|  0.1330|  0.0831|  0.0499|  0.0190|  0.0048|  0.0095|  0.0048|  0.0000|  0.0190|  0.0261|  0.1710|  0.1306|  0.0808|  0.0380|  0.0380|  0.0261|  0.0048|  0.0119|  0.0048|  0.0071|       0|
  802404|  0.1313|  0.1125|  0.0813|  0.0469|  0.0187|  0.0156|  0.0156|  0.0031|  0.0031|  0.0094|  0.0125|  0.1844|  0.1281|  0.0906|  0.0813|  0.0250|  0.0125|  0.0094|  0.0063|  0.0063|  0.0063|       0|
  802405|  0.1548|  0.1255|  0.1172|  0.0418|  0.0293|  0.0251|  0.0251|  0.0084|  0.0042|  0.0042|  0.0209|  0.1297|  0.1339|  0.0544|  0.0628|  0.0335|  0.0084|  0.0042|  0.0167|  0.0000|  0.0000|       0|
  802406|  0.0938|  0.1313|  0.1125|  0.0813|  0.0437|  0.0000|  0.0125|  0.0187|  0.0063|  0.0063|  0.0250|  0.1500|  0.1000|  0.1187|  0.0125|  0.0437|  0.0250|  0.0125|  0.0063|  0.0000|  0.0000|       0|
  802407|  0.1829|  0.0732|  0.0732|  0.0366|  0.0122|  0.0244|  0.0000|  0.0000|  0.0000|  0.0488|  0.0000|  0.1220|  0.1220|  0.1341|  0.0488|  0.0244|  0.0122|  0.0366|  0.0122|  0.0244|  0.0122|       0|
  802408|  0.2000|  0.1600|  0.0400|  0.0200|  0.0200|  0.0400|  0.0000|  0.0000|  0.0000|  0.0200|  0.0000|  0.1800|  0.0800|  0.0600|  0.1200|  0.0400|  0.0200|  0.0000|  0.0000|  0.0000|  0.0000|       0|
  802409|  0.0588|  0.2353|  0.0588|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0588|  0.0000|  0.0000|  0.1765|  0.0588|  0.0588|  0.1765|  0.0588|  0.0000|  0.0000|  0.0588|  0.0000|  0.0000|       0|
  802410|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.5000|  0.0000|  0.0000|  0.5000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|  0.0000|       0|
